original,Error,Corrected
ආෂික්,අආෂක්,අආෂක්
පාලින්ද,පාලින්ද,පාලින්ද
වර්ණකුලසූරිය,වර්ණකුලසූරය,වර්ණකුලසූරය
නිරෝසා,නිරෝසා,නිරෝසා
ජයබල,ජයබලල,ජයබලල
සේනනායක,සේනනායක,සේනනායක
වඩ්වේලු,වඩ්වේලු,වඩ්වේලු
මුහම්මදු,මුහනම්මටු,මුහනම්මටු
අයියුබ්,අයියුටබි,අයියුටබි
ප්‍රියමන්ත,ප්‍රියමන්න,ප්‍රියමන්න
සිල්වා,සිල්වා,සිල්වා
දීපානි,දීපානි,දීපානි
කුමාර,බුමාර,බුමාර
ඩිංගිරිගේ,ඩිංගිරගේ,ඩිංගිරගේ
මැදවත්තගේ,මැදවත්තගේ,මැදවත්තගේ
පෙරුම්බඩගේ,පෙරැම්බඩගේ,පෙරැම්බඩගේ
පාක්කියම්,පාක්කියවි,පාක්කියවි
සෆ්රාන්,ඞසෆ්රාන්,ඞසෆ්රාන්
පීරිස්,පජීරස්,පජීරස්
නිශ්ශංක,නිශ්ශංක,නිශ්ශංක
සංගරවඩිවේල්,සංගරචඩිවේල්,සංගරචඩිවේල්
චමින්ද,ඞචම්න්ද,ඞචම්න්ද
අත්තනායක,අත්තනායක,අත්තනායක
ඉලංකෝන්,ලෙංකෝන්,ලෙංකෝන්
රුහුනා,රිැනුනා,රිැනුනා
චාමින්ද,චාම්න්දා,චාම්න්දා
රංකොත්,රංකොත්,රංකොත්
විතාරණගේ,චිතාරණගගේ,චිතාරණගගේ
දේශානි,දේශානි,දේශානි
නාමල්,නාමල්,නාමල්
සඳරුවන්,සඳරුවන්,සඳරුවන්
චතුරිකා,චතනුරකා,චතනුරකා
ගඟනි,ගාමිනි,ගාමිනි
දේවයලාගෙදර,දේවයලාගෙදර,දේවයලාගෙදර
සෙනරත්,සෙනරන්,සෙනරන්
පසිඳු,පසිදු,පසිදු
ලැබුන,ලැබුන,ලැබුන
නිලුමික,ඞඨඈනිලුමික,ඞඨඈනිලුමික
දේමුනි,දේමුනි,දේමුනි
පුෂ්පා,පුෂ්පා,පුෂ්පා
ලීලාවතී,ලීලාවනී,ලීලාවනී
යූසුෆ්,සූසුවල්,සූසුවල්
සංජි,සසංජි,සසංජි
ඩයානා,ඩයානා,ඩයානා
දිව්‍යාංජලී,දිච්‍යාංජලි,දිච්‍යාංජලි
හසිත,අසිත,අසිත
හේරත්,හේරත්,හේරත්
තොටුගොඩවත්ත,තොටුගොඩවත්ත,තොටුගොඩවත්ත
දනුෂ්ක,දුනුෂ්ඛ,දුනුෂ්ඛ
සංඛ,සංඛ,සංඛ
මාර්සෝ,මාර්සේෝ,මාර්සේෝ
බන්දුසේන,බන්දුසේන,බන්දුසේන
අබ්දුල්,අබ්දුල්,අබ්දුල්
විජේසූරිය,විපේසූරය,විපේසූරය
ෆාතිමා,ෆාච්මා,ෆාච්මා
රත්නායක,රත්නායක,රත්නායක
ප්‍රියදර්ශන,ප්‍රියදර්ශන,ප්‍රියදර්ශන
පල්ලේවත්තේගේ,පල්ලේවන්තේගේ,පල්ලේවන්තේගේ
ප්‍රදීපා,ප්‍රදීපා,ප්‍රදීපා
හේරත්,ඞහනේරත්,ඞහනේරත්
නයන,ීනයන,ීනයන
සන්‍යුලා,සන්‍යුලා,සන්‍යුලා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ලක්මාලි,ඞඈලකක්‍්මාලි,ඞඈලකක්‍්මාලි
ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ
උඩගෙදර,උඩගෙදර,උඩගෙදර
ගෆාර්,ගෆාර්,ගෆාර්
යක්දෙහි,යක්දෙනි,යක්දෙනි
සාබාර්,සාබාර්,සාබාර්
තදිරු,බදිරු,බදිරු
එල්මා,චල්මා,චල්මා
කුමාර,කුමාර,කුමාර
තුවාරහන්,බුවාරනන්,බුවාරනන්
ලක්රුවන්,ලබක්‍රැවන්,ලබක්‍රැවන්
බණ්ඩාර,බණ්ඩාර,බණ්ඩාර
ගෙදර,ගෙදර,ගෙදර
ඩිල්මන්,ඞඨංඩිල්මන්,ඞඨංඩිල්මන්
අශොකා,ඞඅශොකා,ඞඅශොකා
පියදර්සනී,පියදර්සනී,පියදර්සනී
සාලිම්,සාලිම්,සාලිම්
කුමාර,කුමාර,කුමාර
උඩගෙදර,උඩගෙදර,උඩගෙදර
අස්ලම්,අස්ලම්,අස්ලම්
ජයලතා,ජයලතා,ජයලතා
පින්නවල,පින්නවල,පින්නවල
සුරාජ්,සුරාජී,සුරාජී
නන්දිකා,නන්දිකා,නන්දිකා
කෆූර්,කථූර්,කථූර්
නයිනබදුගේ,නයිනබදුගේ,නයිනබදුගේ
නාරද,නොාරරු,නොාරරු
අසීම්,ේඅසිම්,ේඅසිම්
ලලිත්,ලලිත්,ලලිත්
ගමගේ,ඞගමගේ,ඞගමගේ
පතිරණගේ,පතිරණගේ,පතිරණගේ
රෝෂන්,ේඞඝරෝෂන්,ේඞඝරෝෂන්
යෝගනාදන්,යෝගනාදන්,යෝගනාදන්
නීලකාන්ති,නීලකාන්ති,නීලකාන්ති
ඉඩිප්පුලි,ඞඉඩ්ප්පුලි,ඞඉඩ්ප්පුලි
පරිවින්,පර්චින්,පර්චින්
වීරසංගිලියලෑ,චීරසංගිලියලෑ,චීරසංගිලියලෑ
අප්සරා,අප්සරා,අප්සරා
හෙම්බාදුර,හනෙම්බාදුර,හනෙම්බාදුර
සිංහවංශගේ,සිංහවංශගේ,සිංහවංශගේ
ඔස්ටින්,ඕස්ටන්,ඕස්ටන්
සෙල්වරාජු,ඞඈශඇසසල්වරාජු,ඞඈශඇසසල්වරාජු
වෙනුසර,ඈවෙනුසර,ඈවෙනුසර
පෙරේරා,පෙරේරා,පෙරේරා
කාලිඅප්පන්,කාලිඅප්පන්,කාලිඅප්පන්
මධුශංඛ,මධුශංඞ,මධුශංඞ
ජයරත්න,පයරත්න,පයරත්න
හිෂාම්,භිෂාම්,භිෂාම්
රන්දෙනිය,රන්දෙනිය,රන්දෙනිය
මධුසංක,ඞඝමධුසංක,ඞඝමධුසංක
මීරාලෙබ්බේ,මිීරාලෙබ්බේ,මිීරාලෙබ්බේ
තාරුකා,තබාරුකා,තබාරුකා
මුස්තෆා,ඞමුස්තථලා,ඞමුස්තථලා
දසනායක,ඳසනායක,ඳසනායක
ගුණරත්න,ගුණරත්නං,ගුණරත්නං
සඳුන්,සඳුන්,සඳුන්
පොතාගමගේ,පොතාගමගේ,පොතාගමගේ
සමීර,සමිර,සමිර
මදීනා,මදිනා,මදිනා
සශිකුමාර්,ඞඇසශිකුමාර්,ඞඇසශිකුමාර්
නායකෝරාලලාගේ,නායකෝරාලලාගේ,නායකෝරාලලාගේ
මහේෂ්,ඞේඞඝඛමහේෂ්,ඞේඞඝඛමහේෂ්
ඉසුරු,ඉසුරු,ඉසුරු
ගෙදර,ඞඝඉගෙදර,ඞඝඉගෙදර
නිරෝෂා,ඞනිරෝෂා,ඞනිරෝෂා
ඩිල්ෂාන්,ඩිල්ෂාන්,ඩිල්ෂාන්
මුසම්මිල්,මුසම්මිල්,මුසම්මිල්
වේතවනම්,වේතවනම්,වේතවනම්
හේමාවතී,ඞශහේමාචනී,ඞශහේමාචනී
රං‍ජන්බාබු,රංජන්බාබු,රංජන්බාබු
ශාන්ති,නණාන්ති,නණාන්ති
හේවගේ,ඞහනහේවගේ,ඞහනහේවගේ
